,STABR,FSCSKEY,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,ADDRES_M,CITY_M,ZIP_M,ZIP4_M,CNTY,PHONE,C_RELATN,C_LEGBAS,C_ADMIN,C_FSCS,GEOCODE,LSABOUND,STARTDAT,ENDDATE,POPU_LSA,POPU_UND,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIA,OTHPAID,TOTSTAFF,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,STAFFEXP,PRMATEXP,ELMATEXP,OTHMATEX,TOTEXPCO,OTHOPEXP,TOTOPEXP,LCAP_REV,SCAP_REV,FCAP_REV,OCAP_REV,CAP_REV,CAPITAL,BKVOL,EBOOK,AUDIO_PH,AUDIO_DL,VIDEO_PH,VIDEO_DL,EC_LO_OT,EC_ST,ELECCOLL,SUBSCRIP,HRS_OPEN,VISITS,REFERENC,REGBOR,TOTCIR,KIDCIRCL,ELMATCIR,PHYSCIR,ELINFO,ELCONT,TOTCOLL,LOANTO,LOANFM,TOTPRO,KIDPRO,YAPRO,TOTATTEN,KIDATTEN,YAATTEN,GPTERMS,PITUSR,WIFISESS,WEBVISIT,YR_SUB,OBEREG,RSTATUS,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,INCITSST,INCITSCO,GNISPLAC,CNTYPOP,LOCALE_ADD,LOCALE_MOD,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,GEOMATCH,GEO_ID,Total,White,Black,AIAN,Asian,Hawaiian,Other,Two,White_pct,Black_pct,AIAN_pct,Asian_pct,Hawaiian_pct,Other_pct,Two_pct,Poverty,White_pov,Black_pov,Median_Income,NAME,STATE_POVERTY_RANKING,STATE_INCOME_RANKING,TOTATTEN_RANKING,SALARIES_RANKING,HRS_OPEN_RANKING,BKVOL_RANKING,PITUSR_RANKING
23,AL,AL0100,501-011,IRONDALE PUBLIC LIBRARY,105 20TH STREET SOUTH,IRONDALE,35210,1528,105 TWENTIETH STREET SOUTH,IRONDALE,35210,M,JEFFERSON,2059511415,ME,CI,SO,Y,CI1,N,10/01/2018,09/30/2019,12468,12468,1,0,0,3.0,3.0,2.9,5.9,454370,8095,0,24927,487392,259165,79336,338501,43374,4366,12896,60636,85083,484220,0,0,0,0,0,0,40640,402011,1558,352345,3194,39245,8,61,69,62,2354,22757,4673,3541,69682,24991,8198,61484,14688,22886,84370,10278,6787,136,77,16,2677,1898,133,7,8311,18485,13600,2019,5,2,0,0,0,-86.7066,33.53786,1,73,37864,658573,21,21,126.02,2019,106,13820,0,A,1400000US01073012602,3106,1625,1132,16,19,1,121,192,0.5231809401159047,0.36445589182227944,0.0051513200257566,0.006117192530585963,0.0003219575016097875,0.03895685769478429,0.061815840309079204,13.4,7.5,23.8,41790.0,IRONDALE PUBLIC LIBRARY,26.0,34.0,23,32,30,29,33
24,AL,AL0105,501-016,TRUSSVILLE PUBLIC LIBRARY,201 PARKWAY DRIVE,TRUSSVILLE,35173,1125,201 PARKWAY DRIVE,TRUSSVILLE,35173,1125,JEFFERSON,2056552022,ME,CI,SO,Y,CI1,N,10/01/2018,09/30/2019,21827,21827,1,0,0,4.0,7.0,11.0,18.0,1531829,14172,2364,0,1548365,879780,232284,1112064,86972,21931,31365,140268,428699,1681031,12097,0,0,0,12097,12097,73863,47960,4277,19291,8624,15987,3,61,64,78,3092,295984,38898,15589,290000,129934,40148,249852,15576,55724,305576,15004,20979,373,121,92,10471,7054,1227,18,14787,12466,86881,2019,5,2,0,0,0,-86.6046,33.62652,1,73,76944,658573,21,21,111.09,3067,106,13820,0,A,1400000US01073011109,4273,3769,237,2,39,0,30,196,0.8820500819096654,0.05546454481628832,0.000468055230517201,0.00912707699508542,0.0,0.007020828457758015,0.0458694125906857,2.6,2.4,26.3,99899.0,TRUSSVILLE PUBLIC LIBRARY,44.0,2.0,38,40,41,38,36
25,AL,AL0119,506-002,RAINBOW CITY PUBLIC LIBRARY,3702 RAINBOW DRIVE,RAINBOW CITY,35906,6324,3702 RAINBOW DRIVE,RAINBOW CITY,35906,6324,ETOWAH,2564428477,ME,CI,SO,Y,CI1,N,10/01/2018,09/30/2019,9555,9555,1,0,0,1.0,1.0,6.0,7.0,387962,13392,0,1500,402854,187569,81273,268842,49757,14641,8014,72412,61600,402854,0,0,0,0,0,0,53726,41656,2807,17189,2837,613,2,61,63,52,2765,63089,6906,11235,79292,35741,12969,66323,5096,18065,84388,15,10,175,118,7,3490,3139,50,8,5679,3055,48352,2019,5,2,0,0,0,-86.0448,33.95111,1,55,63288,102268,23,23,104.01,1000,104,23460,0,A,1400000US01055010401,3452,2369,647,9,166,5,89,167,0.686268829663963,0.18742757821552722,0.002607184241019699,0.04808806488991889,0.0014484356894553883,0.025782155272305908,0.048377752027809966,20.2,18.7,19.2,48070.0,RAINBOW CITY PUBLIC LIBRARY,11.0,22.0,26,30,36,34,26
26,AL,AL0124,509-001,ARAB PUBLIC LIBRARY,325 2ND STREET NW,ARAB,35016,1346,325 2ND STREET NW,ARAB,35016,1346,MARSHALL,2565863366,ME,CI,SO,Y,CI1,N,10/01/2018,09/30/2019,8284,8284,1,0,0,0.0,1.0,6.0,7.0,263832,8282,0,12312,284426,163555,45358,208913,16951,3000,5013,24964,45869,279746,2400,0,0,0,2400,0,46615,42061,1553,9182,2033,613,1,61,62,59,2210,25116,788,17258,50596,5640,8892,41704,324,9216,50920,0,17,85,63,0,1319,837,0,15,5605,9739,520,2019,5,1,0,0,0,-86.4969,34.32027,1,95,02116,96774,32,32,304.01,2002,104,10700,1,A,1400000US01095030401,4817,4385,18,30,54,1,48,281,0.9103176250778493,0.0037367656217562797,0.006227942702927133,0.011210296865268839,0.00020759809009757111,0.009964708324683413,0.05833506331741748,19.7,19.8,23.5,46394.0,ARAB PUBLIC LIBRARY,12.0,25.0,15,27,23,31,25
27,AL,AL0126,509-003,GUNTERSVILLE PUBLIC LIBRARY,1240 O`BRIG AVENUE,GUNTERSVILLE,35976,M,1240 O'BRIG AVENUE,GUNTERSVILLE,35976,1431,MARSHALL,2565717595,ME,CI,SO,Y,CI1,N,10/01/2018,09/30/2019,8429,8429,1,0,0,3.0,3.0,4.25,7.25,337534,8420,2500,45254,393708,210920,58246,269166,17047,10307,7103,34457,89829,393452,0,0,0,0,0,0,37125,7377,1465,4168,3861,34,7,61,68,52,2340,73700,41600,12346,76214,21986,8247,67967,14500,22747,90714,39,103,351,62,7,4825,2538,51,13,5976,11700,36927,2019,5,1,0,0,0,-86.3021,34.34917,1,95,32416,96774,32,32,307.02,3042,104,10700,1,A,1400000US01095030702,3993,3443,108,40,27,0,195,180,0.8622589531680441,0.027047332832456798,0.010017530678687703,0.0067618332081141996,0.0,0.048835462058602556,0.045078888054094664,18.1,19.8,13.2,44250.0,GUNTERSVILLE PUBLIC LIBRARY,15.0,32.0,30,31,29,27,27
28,AL,AL0127,509-004,ALBERTVILLE PUBLIC LIBRARY,200 JACKSON STREET,ALBERTVILLE,35950,2438,P.O. BOX 430,ALBERTVILLE,35950,0008,MARSHALL,2568918290,ME,CI,SO,Y,CI1,N,10/01/2018,09/30/2019,21392,21392,1,0,0,0.0,1.0,4.0,5.0,343130,19760,0,5973,368863,182995,82425,265420,25912,3553,11921,41386,38678,345484,0,0,0,0,0,0,56991,32800,2376,6881,3583,358,2,61,63,13,2210,17142,12650,29381,28327,6645,9751,18576,4507,14258,32834,0,0,39,18,0,707,557,0,16,6362,88675,18698,2019,5,2,0,0,0,-86.204,34.26396,1,95,00988,96774,32,32,308.01,1043,104,10700,1,A,1400000US01095030801,5137,3503,158,96,49,1,934,396,0.6819155148919603,0.030757251313996495,0.018687950165466226,0.009538641230290053,0.00019466614755693986,0.18181818181818182,0.07708779443254818,27.6,25.2,0.0,40349.0,ALBERTVILLE PUBLIC LIBRARY,3.0,38.0,9,28,24,36,30
29,AL,AL0128,510-000,HARRISON REGIONAL LIBRARY SYSTEM,50 LESTER STREET,COLUMBIANA,35051,9477,50 LESTER STREET,COLUMBIANA,35051,9477,SHELBY,2056693910,HQ,CO,MO,Y,CO2,N,10/01/2018,09/30/2019,44610,44610,1,2,0,0.0,4.0,2.0,6.0,210000,44700,0,41065,295765,156147,48455,204602,626,12135,0,12761,78401,295764,0,0,0,0,0,0,18987,37356,493,9371,2804,613,11,61,72,3,1872,612,1299,944,27013,2727,20981,6032,193,21174,27206,1633,16091,64,10,0,1693,108,0,7,1026,2831,3831,2019,5,1,0,0,0,-86.6086,33.17994,1,117,16768,217702,31,42,307.03,1008,106,13820,0,A,1400000US01117030703,3735,2816,541,27,8,1,121,221,0.7539491298527443,0.14484605087014726,0.007228915662650603,0.00214190093708166,0.0002677376171352075,0.032396251673360105,0.059170013386880854,15.2,12.1,43.8,45081.0,HARRISON REGIONAL LIBRARY SYSTEM,22.0,28.0,20,26,12,17,5
30,AL,AL0131,510-003,COLUMBIANA PUBLIC LIBRARY,50 LESTER STREET,COLUMBIANA,35051,9477,P.O. BOX 1459,COLUMBIANA,35051,1459,SHELBY,2056695812,ME,CI,SO,Y,CI1,N,10/01/2018,09/30/2019,4647,4647,1,0,0,0.0,2.0,2.54,4.54,175894,4392,4000,9156,193442,94599,30374,124973,19690,500,6189,26379,52408,203760,0,0,0,0,0,0,37054,37356,2824,9371,3348,613,11,61,72,25,2444,35122,12100,4466,58257,14506,20981,37276,225,21206,58482,5050,4070,329,106,32,5909,4096,178,9,6117,739,18000,2019,5,1,0,0,0,-86.6086,33.17994,1,117,16768,217702,31,31,307.03,1008,106,13820,0,A,1400000US01117030703,3735,2816,541,27,8,1,121,221,0.7539491298527443,0.14484605087014726,0.007228915662650603,0.00214190093708166,0.0002677376171352075,0.032396251673360105,0.059170013386880854,15.2,12.1,43.8,45081.0,COLUMBIANA PUBLIC LIBRARY,23.0,29.0,32,22,31,26,28
31,AL,AL0129,510-001,ALABASTER - ALBERT L. SCOTT LIBRARY,100 9TH STREET N.W.,ALABASTER,35007,9172,100 9TH STREET NW,ALABASTER,35007,9172,SHELBY,2056646822,ME,CI,SO,Y,CI1,N,10/01/2018,09/30/2019,33202,33202,1,0,0,5.0,9.75,4.75,14.5,786340,31378,10000,0,827718,458661,134843,593504,87501,14500,17436,119437,114777,827718,0,0,0,0,0,0,51669,384156,2509,331630,6088,16288,11,61,72,112,3050,87615,5513,12302,175344,49085,47236,128108,758,47994,176102,5294,6644,376,211,12,6283,4660,118,14,8124,8761,7620,2019,5,1,0,0,0,-86.8266,33.24441,1,117,00820,217702,21,21,303.19,2016,106,13820,0,A,1400000US01117030319,2480,1227,839,18,31,0,165,200,0.494758064516129,0.33830645161290324,0.007258064516129033,0.0125,0.0,0.06653225806451613,0.08064516129032258,12.4,12.2,12.5,45037.0,ALABASTER   ALBERT L  SCOTT LIBRARY,28.0,31.0,33,36,39,32,32
32,AL,AL0132,510-004,HELENA - JANE B. HOLMES PUBLIC LIBRARY,230 TUCKER ROAD,HELENA,35080,7036,P.O. BOX 262,HELENA,35080,0262,SHELBY,2056648308,ME,CI,SO,Y,CI1,N,10/01/2018,09/30/2019,19072,19072,1,0,0,0.0,1.0,3.0,4.0,278050,15761,0,21625,315436,184046,61218,245264,9898,700,8346,18944,51994,316202,0,0,0,0,0,0,29417,37356,1647,9371,7926,613,11,61,72,36,2207,16017,13454,6251,84965,31365,20981,63984,159,21140,85124,4668,2526,231,160,43,3538,2776,438,8,5002,2749,5906,2019,5,1,0,0,0,-86.8425,33.28845,1,117,34024,217702,21,21,303.17,3000,106,13820,0,A,1400000US01117030317,4111,3283,362,22,38,0,140,266,0.7985891510581367,0.08805643395767453,0.00535149598637801,0.009243493067380199,0.0,0.034054974458769156,0.0647044514716614,4.7,4.2,5.8,72527.0,HELENA   JANE B  HOLMES PUBLIC LIBRARY,43.0,4.0,27,29,22,24,23
33,AL,AL0133,510-005,VINCENT - LALLOUISE F. MCGRAW LIBRARY,42850 HIGHWAY 25,VINCENT,35178,M,P.O. BOX 3,VINCENT,35178,0003,SHELBY,2056722749,ME,CI,SO,Y,CI1,N,10/01/2018,09/30/2019,2162,2162,1,0,0,0.0,1.0,0.0,1.0,50742,2043,0,0,52785,-9,-9,-9,2430,0,842,3272,-9,42367,0,0,0,0,0,0,9328,37356,337,9371,1150,613,11,61,72,0,1560,5462,130,639,23553,2383,20981,2572,1,20982,23554,693,196,21,16,0,402,328,0,6,3600,1000,100,2019,5,1,0,0,0,-86.4106,33.38731,1,117,79008,217702,42,42,301.02,3002,106,13820,0,A,1400000US01117030102,3983,2911,821,17,4,0,64,166,0.7308561385890032,0.20612603565151896,0.004268139593271403,0.0010042681395932714,0.0,0.016068290233492342,0.041677127793120765,25.0,19.6,37.9,46725.0,VINCENT   LALLOUISE F  MCGRAW LIBRARY,6.0,24.0,4,8,5,5,16
34,AL,AL0134,510-006,MONTEVALLO - PARNELL MEMORIAL LIBRARY,277 PARK DRIVE,MONTEVALLO,35115,3882,277 PARK DRIVE,MONTEVALLO,35115,3882,SHELBY,2056659207,ME,CI,SO,Y,CI1,N,10/01/2018,09/30/2019,6636,6636,1,0,0,1.0,3.0,2.28,5.28,238421,6271,4000,22400,271092,130000,24593,154593,10000,500,3400,13900,64000,232493,0,0,0,0,0,6500,26468,37356,1247,9371,3919,613,11,61,72,11,2270,37000,5200,4314,47020,12679,20981,26039,62,21043,47082,2654,2050,202,140,20,4792,3164,998,8,5094,2500,4694,2019,5,1,0,0,0,-86.8583,33.10069,1,117,50312,217702,21,21,304.06,1046,106,13820,0,A,1400000US01117030406,3735,2486,495,41,14,1,395,303,0.6655957161981259,0.13253012048192772,0.010977242302543508,0.003748326639892905,0.0002677376171352075,0.10575635876840696,0.08112449799196787,16.7,13.8,7.7,50096.0,MONTEVALLO   PARNELL MEMORIAL LIBRARY,19.0,20.0,29,23,25,22,24
35,AL,AL0135,510-007,PELHAM PUBLIC LIBRARY,2000 PELHAM PARK BLVD,PELHAM,35124,M,P.O. BOX 1627,PELHAM,35124,5627,SHELBY,2056206418,ME,CI,SO,Y,CI1,N,10/01/2018,09/30/2019,23493,23493,1,0,0,7.0,10.0,3.5,13.5,1128279,22053,10000,10000,1170332,708115,237441,945556,43425,11297,13963,68685,227913,1242154,0,0,0,0,0,0,54417,358637,4584,642953,10496,47756,12,61,73,43,2938,183433,20683,11899,243009,81738,47809,195200,1394,49203,244403,6149,7574,498,229,54,9107,6493,736,24,11231,9119,45000,2019,5,1,0,0,0,-86.8065,33.30758,1,117,58848,217702,21,21,303.16,3023,106,13820,0,A,1400000US01117030316,5096,3414,780,31,127,4,350,390,0.6699372056514914,0.15306122448979592,0.00608320251177394,0.024921507064364207,0.0007849293563579278,0.06868131868131869,0.07653061224489796,6.8,4.7,11.1,56797.0,PELHAM PUBLIC LIBRARY,39.0,11.0,36,39,38,35,35
36,AL,AL0145,512-001,ASHVILLE PUBLIC LIBRARY,196 SIXTH AVENUE,ASHVILLE,35953,M,P.O. BOX 187,ASHVILLE,35953,0187,ST. CLAIR,2055947954,ME,CI,SO,Y,CI1,N,10/01/2018,09/30/2019,8896,8896,1,0,0,0.0,0.75,0.0,0.75,59411,12783,4000,1000,77194,-9,-9,-9,8938,1000,6748,16686,-9,84182,0,0,0,0,0,0,17982,32726,920,6875,1756,609,0,61,61,14,1560,8671,759,2817,16257,6158,1491,14766,220,1711,16477,4,9,56,54,0,1291,1263,0,5,1908,348,4021,2019,5,1,0,0,0,-86.2538,33.83653,1,115,02908,89512,42,42,404.01,2004,103,13820,0,A,1400000US01115040401,5078,4218,490,30,25,5,84,226,0.8306419850334777,0.09649468294604174,0.005907837731390311,0.004923198109491926,0.0009846396218983853,0.01654194564789287,0.04450571090980701,22.2,22.4,25.2,52863.0,ASHVILLE PUBLIC LIBRARY,8.0,16.0,14,9,6,15,10
37,AL,AL0155,514-002,JACKSONVILLE PUBLIC LIBRARY,200 PELHAM ROAD SOUTH,JACKSONVILLE,36265,2542,200 PELHAM RD S,JACKSONVILLE,36265,2542,CALHOUN,2564356332,ME,CI,SO,Y,CO1,N,10/01/2018,09/30/2019,12612,12612,1,0,0,1.0,7.73,1.45,9.18,578245,12283,0,23889,614417,313592,100075,413667,58272,2600,19002,79874,55583,549124,0,0,0,0,0,0,45229,39763,778,9120,3333,613,1,61,62,51,2496,34365,5096,6526,66787,31704,8266,58521,2637,10903,69424,166,9,145,97,14,4389,3474,137,40,4832,1447,12043,2019,5,1,0,0,0,-85.7612,33.81278,1,15,38272,113605,23,23,21.02,2047,103,11500,0,A,1400000US01015002102,3243,2568,375,10,32,10,25,223,0.7918593894542091,0.11563367252543941,0.003083564600678384,0.009867406722170829,0.003083564600678384,0.0077089115016959605,0.06876349059512797,18.4,12.4,47.8,69875.0,JACKSONVILLE PUBLIC LIBRARY,13.0,5.0,28,34,33,30,20
38,AL,AL0164,999-008,CITRONELLE MEMORIAL LIBRARY,7855 STATE STREET,CITRONELLE,36522,2450,7855 STATE STREET,CITRONELLE,36522,2450,MOBILE,2518667319,NO,CI,SO,Y,CI1,N,10/01/2018,09/30/2019,3900,3900,1,0,0,0.0,2.0,0.0,2.0,100723,8168,0,5940,114831,-9,-9,-9,24462,0,65,24527,-9,118472,0,0,0,0,0,0,16096,32787,73,0,115,0,0,61,61,14,1716,11033,1371,1948,16715,1599,807,15908,7,814,16722,0,0,103,43,0,942,168,0,14,2605,5824,-1,2019,5,2,0,0,0,-88.2292,31.0909,1,97,15064,413210,42,42,60.0,1014,101,33660,0,A,1400000US01097000600,1512,17,1456,4,1,3,3,28,0.011243386243386243,0.9629629629629629,0.0026455026455026454,0.0006613756613756613,0.001984126984126984,0.001984126984126984,0.018518518518518517,34.8,62.5,35.2,29306.0,CITRONELLE MEMORIAL LIBRARY,2.0,43.0,12,10,9,14,11
39,AL,AL0171,999-015,JACKSON - WHITE SMITH MEMORIAL LIBRARY,213 COLLEGE AVENUE,JACKSON,36545,2711,PO BOX 265,JACKSON,36545,0265,CLARKE,2512464962,NO,CI,SO,Y,CI1,N,10/01/2018,09/30/2019,9421,9421,1,0,0,0.0,2.0,3.0,5.0,234618,10768,3000,16994,265380,148691,32850,181541,11420,4098,0,15518,37851,234910,0,0,0,0,0,0,21734,35100,933,6876,911,609,1,61,62,13,2094,11396,3760,12446,10680,1934,2857,7823,1840,4697,12520,0,15,109,89,12,1473,1284,72,22,3849,385,-1,2019,5,1,0,0,0,-87.8938,31.51268,1,25,38152,23622,33,33,9579.02,3036,101,-4,N,A,1400000US01025957902,3794,1813,1821,17,28,1,23,91,0.477859778597786,0.4799683711122826,0.0044807590933052185,0.007380073800738007,0.0002635740643120717,0.006062203479177649,0.023985239852398525,24.4,11.5,35.8,46250.0,JACKSON   WHITE SMITH MEMORIAL LIBRARY,7.0,26.0,19,24,19,21,17
40,AL,AL0190,516-002,KILLEN PUBLIC LIBRARY,325 J. C. MAULDIN HIGHWAY,KILLEN,35645,9164,325 J.C MAULDIN HWY,KILLEN,35645,9164,LAUDERDALE,2567575471,ME,CI,SO,Y,CI1,N,10/01/2018,09/30/2019,972,972,1,0,0,0.0,2.0,0.0,2.0,56482,9957,2000,1008,69447,-9,-9,-9,14065,0,0,14065,-9,76919,0,0,0,0,0,0,27302,23,602,0,753,0,0,61,61,0,2320,19500,3432,5088,18129,5885,2,18127,363,365,18492,0,0,40,37,0,553,312,0,13,3048,957,89,2019,5,1,0,0,0,-87.5405,34.8594,1,77,39784,92729,23,23,116.03,3048,105,22520,0,A,1400000US01077011603,4773,4475,48,10,16,0,49,175,0.9375654724491934,0.01005656819610308,0.002095118374188142,0.0033521893987010264,0.0,0.010266080033521894,0.03666457154829248,7.5,7.5,6.4,51088.0,KILLEN PUBLIC LIBRARY,38.0,18.0,7,11,28,23,13
41,AL,AL0196,999-047,TUSCALOOSA PUBLIC LIBRARY,1801 JACK WARNER PARKWAY,TUSCALOOSA,35401,1027,1801 JACK WARNER PARKWAY,TUSCALOOSA,35401,1027,TUSCALOOSA,2053455820,NO,MJ,MO,Y,CO1,N,10/01/2018,09/30/2019,207811,207811,1,2,1,13.0,18.0,28.5,46.5,3351968,196519,20000,288528,3857015,1855798,425109,2280907,262008,208029,155373,625410,1326989,4233306,0,0,0,95600,95600,82886,154853,19312,14583,6168,30093,391,8,61,69,358,7290,692076,58375,59129,623838,217848,119221,504617,146597,265818,770435,293,659,1239,497,192,38723,29002,9171,315,299500,3240000,207113,2019,5,1,0,0,0,-87.5624,33.21621,1,125,77256,209355,12,12,114.02,1018,107,46220,0,A,1400000US01125011402,3200,2611,208,5,215,3,37,121,0.8159375,0.065,0.0015625,0.0671875,0.0009375,0.0115625,0.0378125,48.2,49.7,82.1,20327.0,TUSCALOOSA PUBLIC LIBRARY,1.0,44.0,42,43,44,43,44
42,AL,AL0203,999-081,HOKES BLUFF PUBLIC LIBRARY,3310 ALFORDS BEND ROAD,HOKES BLUFF,35903,4826,3310 ALFORDS BEND ROAD,HOKES BLUFF,35903,4826,ETOWAH,2564929846,ME,CI,SO,Y,CI1,N,10/01/2018,09/30/2019,4269,4269,1,0,0,1.0,1.0,0.0,1.0,77000,3944,0,0,80944,-9,-9,-9,5000,0,600,5600,-9,65925,0,0,0,0,0,0,14391,42416,342,9236,506,613,1,61,62,1,2280,10560,1394,6385,11127,2161,2065,9062,178,2243,11305,0,0,121,38,15,2877,2001,142,10,1343,1787,-1,2019,5,2,0,0,0,-85.866,33.99247,1,55,35392,102268,23,23,106.01,2024,104,23460,0,A,1400000US01055010601,5600,5265,79,20,26,3,31,176,0.9401785714285714,0.014107142857142856,0.0035714285714285713,0.004642857142857143,0.0005357142857142857,0.005535714285714285,0.03142857142857143,8.8,9.1,0.0,55456.0,HOKES BLUFF PUBLIC LIBRARY,36.0,13.0,24,12,26,10,9
43,AL,AL0211,999-076,DALEVILLE PUBLIC LIBRARY,308 DONNELL BOULEVARD,DALEVILLE,36322,2118,308 DONNELL BOULEVARD,DALEVILLE,36322,2118,DALE,3345039119,ME,CI,SO,Y,CI1,N,10/01/2018,09/30/2019,7732,7732,1,0,0,0.0,1.0,2.0,3.0,139475,11708,20000,9302,180485,70849,23575,94424,9318,3000,2351,14669,64821,173914,0,0,0,0,0,0,19173,35876,1518,6837,2214,609,1,61,62,40,1957,23033,3893,3812,6659,2584,977,5682,14,991,6673,75,0,174,85,10,1464,969,83,29,4295,2858,-1,2019,5,2,0,0,0,-85.707,31.31474,1,45,19360,49172,32,32,211.02,3000,102,37120,1,A,1400000US01045021102,4153,2406,958,22,128,1,214,424,0.5793402359739948,0.2306766193113412,0.005297375391283409,0.030821093185648928,0.00024078979051288225,0.0515290151697568,0.10209487117746208,20.7,18.3,27.4,40365.0,DALEVILLE PUBLIC LIBRARY,10.0,37.0,18,19,14,18,19
44,AL,AL0239,SOMERVILLE,SOMERVILLE PUBLIC LIBRARY,192 BROAD STREET,SOMERVILLE,35670,5025,P.O. BOX 178,SOMERVILLE,35670,0178,MORGAN,2567789779,NO,CI,SO,Y,CI1,N,10/01/2018,09/30/2019,1164,1164,1,0,0,0.0,0.9,0.0,0.9,25829,1075,6000,4455,37359,-9,-9,-9,938,0,9537,10475,-9,36796,0,0,0,0,0,0,15563,0,93,0,786,0,0,61,61,0,1722,4485,500,2819,2534,810,0,2534,21115,21115,23649,0,0,36,34,0,1146,1096,0,11,1195,250,-1,2019,5,1,0,0,0,-86.7991,34.47342,1,103,71496,119679,42,42,54.05,1038,105,19460,0,A,1400000US01103005405,5170,4669,115,48,12,0,51,275,0.9030947775628627,0.022243713733075435,0.009284332688588007,0.0023210831721470018,0.0,0.009864603481624759,0.05319148936170213,13.4,13.8,0.0,60208.0,SOMERVILLE PUBLIC LIBRARY,27.0,10.0,13,13,10,13,7
45,AL,AL0247,999-084,MUNFORD PUBLIC LIBRARY,82 RAILROAD STREET,MUNFORD,36268,M,P.O. BOX 10,MUNFORD,36268,0010,TALLADEGA,2563583600,NO,CI,SO,Y,CI1,N,10/01/2018,09/30/2019,1264,1264,1,0,0,0.0,1.0,2.4,3.4,55926,5734,4000,1602,67262,32049,13300,45349,6839,0,282,7121,14579,67049,10990,0,0,0,10990,50000,11053,0,55,0,352,0,0,61,61,1,1911,6138,462,1709,4816,2775,0,4816,29,29,4845,0,0,135,52,80,1319,619,385,7,843,1552,0,2019,5,1,0,0,0,-85.9546,33.53059,1,121,52848,79978,41,41,101.02,2045,103,45180,1,A,1400000US01121010102,5221,3881,1048,11,20,3,57,201,0.7433441869373684,0.2007278299176403,0.0021068760773798123,0.003830683777054204,0.0005746025665581306,0.010917448764604482,0.038498371959394755,16.9,14.9,24.2,41447.0,MUNFORD PUBLIC LIBRARY,18.0,35.0,16,17,13,8,3
46,AL,AL0249,512-008,STEELE PUBLIC LIBRARY,78 HILLVIEW STREET,STEELE,35987,2012,PO BOX 548,STEELE,35987,0548,ST. CLAIR,2565380811,ME,CI,SO,Y,CI1,N,10/01/2018,09/30/2019,7675,7675,1,0,0,0.0,0.75,0.0,0.75,35680,9589,0,3000,48269,-9,-9,-9,3689,0,1339,5028,-9,40101,0,0,0,0,0,0,8441,0,9,0,1990,0,0,61,61,6,1560,2252,300,608,7030,1536,0,7030,300,300,7330,14,4,5,5,0,491,491,0,5,757,2836,247,2019,5,2,0,0,0,-86.1994,33.94458,1,115,72888,89512,41,41,404.02,3009,103,13820,0,A,1400000US01115040402,3923,3535,52,20,7,0,99,210,0.9010960999235279,0.01325516186591894,0.0050981391791995925,0.0017843487127198571,0.0,0.02523578893703798,0.053530461381595715,21.9,19.0,0.0,53613.0,STEELE PUBLIC LIBRARY,9.0,15.0,6,14,7,3,2
47,AL,AL0250,501-021,PINSON PUBLIC LIBRARY,4509 PINSON BOULEVARD,PINSON,35126,1159,4509 PINSON BOULEVARD,PINSON,35126,1159,JEFFERSON,2056809298,ME,CI,SO,Y,CI1,N,10/01/2018,09/30/2019,7532,7532,1,0,0,1.0,3.0,2.45,5.45,210000,4890,0,0,214890,155967,54893,210860,20809,7083,11373,39265,60222,310347,0,0,0,0,0,1545713,14713,47960,565,19291,4546,0,3,61,64,39,2628,161021,10823,3964,73818,27497,12503,61315,16123,28626,89941,3938,8248,150,76,31,5702,4200,455,10,8382,44864,6127,2019,5,2,0,0,7,-86.6826,33.69014,1,73,60648,658573,21,21,112.05,1061,106,13820,0,A,1400000US01073011205,2172,1232,705,5,9,0,93,128,0.567219152854512,0.324585635359116,0.0023020257826887663,0.004143646408839779,0.0,0.04281767955801105,0.058931860036832415,5.8,5.7,1.3,63681.0,PINSON PUBLIC LIBRARY,41.0,6.0,31,25,34,11,34
48,AL,AL8008,999-055,SARDIS CITY PUBLIC LIBRARY,1310 CHURCH STREET,SARDIS CITY,35956,2200,1335 SARDIS DRIVE,SARDIS CITY,35956,2862,ETOWAH,2565935634,NO,CI,SO,Y,CI1,N,10/01/2018,09/30/2019,1796,1796,1,0,0,0.0,1.0,1.0,2.0,34706,6225,3000,3101,47032,-9,-9,-9,1532,3000,100,4632,-9,42708,0,0,0,0,0,0,20893,49094,438,10239,2233,613,0,61,61,1,1362,7058,724,3418,7217,2218,194,7023,33,227,7250,0,0,18,8,6,1404,950,76,11,957,729,2500,2019,5,2,0,0,0,-86.1227,34.17452,1,55,68280,102268,41,41,110.01,2008,104,23460,0,A,1400000US01055011001,4660,4323,24,24,12,2,59,216,0.9276824034334764,0.005150214592274678,0.005150214592274678,0.002575107296137339,0.00042918454935622315,0.012660944206008584,0.0463519313304721,17.9,15.0,,47292.0,SARDIS CITY PUBLIC LIBRARY,17.0,23.0,17,15,3,20,4
